,City,Contact,Country,County,District,Formatted,Group,ID,Last Remodel,Latitude,Longitude,Opened,Region,State,Store Features,Store_Name,Stores_Open,Street,SubType,Timings,Type,Zipcode
180,Waterloo,(319) 226-6500,United States,Black Hawk,127,"1501 E San Marnan Dr, Waterloo, IA 50702-4300",196,1792,2001-07-25T12:00:00,42.465422,-92.327219,2001-07-25T12:00:00,100,IA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Café', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Waterloo,"['Monday-Friday', 'Saturday', 'Sunday']",1501 E San Marnan Dr,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}]",Store,50702-4300
183,Portage,(269) 327-3180,United States,Kalamazoo,136,"6839 S Westnedge Ave, Portage, MI 49002-3582",195,604,2012-06-21T12:00:00,42.21853,-85.58801,1989-07-19T12:00:00,100,MI,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine & Beer Available']",Portage,"['Monday-Friday', 'Saturday', 'Sunday']",6839 S Westnedge Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,49002-3582
184,Cedar Falls,(319) 553-1120,United States,Black Hawk,127,"214 Viking Plaza Dr, Cedar Falls, IA 50613-6936",196,2526,null,42.481499,-92.443661,2009-07-22T12:00:00,100,IA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Cedar Falls,"['Monday-Friday', 'Saturday', 'Sunday']",214 Viking Plaza Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,50613-6936
185,Kalamazoo,(269) 349-6148,United States,Kalamazoo,136,"5350 W Main St, Kalamazoo, MI 49009-3304",195,901,2012-03-22T12:00:00,42.29805,-85.654958,1994-07-20T12:00:00,100,MI,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Kalamazoo West,"['Monday-Friday', 'Saturday', 'Sunday']",5350 W Main St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,49009-3304
187,Holland,(616) 820-0093,United States,Ottawa,136,"3456 W Shore Dr, Holland, MI 49424-9699",195,1482,2012-06-21T12:00:00,42.831116,-86.092003,2003-03-05T12:00:00,100,MI,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Holland,"['Monday-Friday', 'Saturday', 'Sunday']",3456 W Shore Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,49424-9699
188,Altoona,(515) 967-9343,United States,Polk,105,"3414 8th St SW, Altoona, IA 50009-1024",196,1939,2012-06-21T12:00:00,41.641903,-93.504625,2004-10-06T12:00:00,100,IA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Altoona,"['Monday-Friday', 'Saturday', 'Sunday']",3414 8th St SW,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,50009-1024
189,Cincinnati,(513) 719-0037,United States,Hamilton,172,"9040 Colerain Ave, Cincinnati, OH 45251-2402",190,1545,2012-06-21T12:00:00,39.23584,-84.589433,2003-07-23T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Colerain,"['Monday-Friday', 'Saturday', 'Sunday']",9040 Colerain Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45251-2402
190,Cincinnati,(513) 719-1076,United States,Hamilton,172,"6150 Glenway Ave, Cincinnati, OH 45211-6319",190,2488,2018-07-20T12:00:00,39.144703,-84.619454,2009-03-04T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",Western Hills,"['Monday-Friday', 'Saturday', 'Sunday']",6150 Glenway Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45211-6319
191,Des Moines,(515) 287-3438,United States,Polk,105,"1111 E Army Post Rd Ste 2204, Des Moines, IA 50315-5962",196,803,2017-07-06T12:00:00,41.523719,-93.60205,1992-07-22T12:00:00,100,IA,"['Drive Up', 'Starbucks']",South Des Moines,"['Monday-Friday', 'Saturday', 'Sunday']",1111 E Army Post Rd Ste 2204,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,50315-5962
192,Hamilton,(513) 714-0016,United States,Butler,172,"3369 Princeton Rd, Hamilton, OH 45011-5389",190,1946,2012-06-21T12:00:00,39.387484,-84.50417,2004-10-06T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Fairfield Township,"['Monday-Friday', 'Saturday', 'Sunday']",3369 Princeton Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45011-5389
193,Florence,(859) 371-7771,United States,Boone,172,"1100 Hansel Dr, Florence, KY 41042-4869",190,1200,2012-03-22T12:00:00,39.019597,-84.633243,1999-07-21T12:00:00,100,KY,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",Florence,"['Monday-Friday', 'Saturday', 'Sunday']",1100 Hansel Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,41042-4869
194,Battle Creek,(269) 979-4940,United States,Calhoun,136,"5700 Beckley Rd, Battle Creek, MI 49015-4184",195,610,2007-05-04T12:00:00,42.25982,-85.185489,1989-10-04T12:00:00,100,MI,"['CVS pharmacy', 'Café', 'Wine & Beer Available']",Battle Creek,"['Monday-Friday', 'Saturday', 'Sunday']",5700 Beckley Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,49015-4184
195,Ankeny,(515) 964-9000,United States,Polk,105,"2135 SE Delaware Ave, Ankeny, IA 50021-4592",196,1767,2019-06-07T12:00:00,41.709536,-93.578786,2000-07-19T12:00:00,100,IA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",Ankeny,"['Monday-Friday', 'Saturday', 'Sunday']",2135 SE Delaware Ave,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}]",Store,50021-4592
196,Cincinnati,(513) 698-8161,United States,Hamilton,172,"235 Calhoun St, Cincinnati, OH 45219-1528",190,3254,null,39.128041,-84.51723,2017-07-19T12:00:00,100,OH,"['Fresh Grocery', 'Wine, Beer, & Spirits Available']",UC Calhoun St,"['Monday-Friday', 'Saturday', 'Sunday']",235 Calhoun St,TargetExpress,"[{'Week Day': 'Monday-Friday', 'Open Hours': '9:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '9:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '9:00 a.m.-10:00 p.m.'}]",Store,45219-1528
197,Fond Du Lac,(920) 924-0420,United States,Fond Du Lac,128,"485 N Rolling Meadows Dr, Fond Du Lac, WI 54937-9784",196,808,2006-04-01T12:00:00,43.790903,-88.484965,1992-07-22T12:00:00,100,WI,"['CVS pharmacy', 'Café', 'Drive Up', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Fond du Lac,"['Monday-Friday', 'Saturday', 'Sunday']",485 N Rolling Meadows Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,54937-9784
198,Springdale,(513) 671-8555,United States,Hamilton,172,"900 E Kemper Rd, Springdale, OH 45246-2518",190,1037,2012-10-11T12:00:00,39.287984,-84.453876,1999-07-21T12:00:00,100,OH,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine, Beer, & Spirits Available']",Springdale,"['Monday-Friday', 'Saturday', 'Sunday']",900 E Kemper Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45246-2518
199,Sheboygan Falls,(920) 451-6802,United States,Sheboygan,128,"4085 State Highway 28, Sheboygan Falls, WI 53085-2848",196,1880,null,43.716468,-87.76653,2004-03-03T12:00:00,100,WI,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Kohler,"['Monday-Friday', 'Saturday', 'Sunday']",4085 State Highway 28,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,53085-2848
200,Newport,(859) 814-0140,United States,Campbell,172,"160 Pavilion Pkwy, Newport, KY 41071-2884",190,2483,null,39.088746,-84.477503,2011-03-02T12:00:00,100,KY,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Newport,"['Monday-Friday', 'Saturday', 'Sunday']",160 Pavilion Pkwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,41071-2884
201,Des Moines,(515) 331-6115,United States,Polk,105,"5901 Douglas Ave, Des Moines, IA 50322-3303",196,2041,2012-06-21T12:00:00,41.630418,-93.699735,2005-07-20T12:00:00,100,IA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Des Moines North,"['Monday-Friday', 'Saturday', 'Sunday']",5901 Douglas Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,50322-3303
202,Muskegon,(231) 798-1592,United States,Muskegon,136,"5057 Harvey St, Muskegon, MI 49444-9795",195,2327,2007-10-10T12:00:00,43.160374,-86.208562,2007-10-10T12:00:00,100,MI,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Norton Shores,"['Monday-Friday', 'Saturday', 'Sunday']",5057 Harvey St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,49444-9795
203,Cincinnati,(513) 631-5690,United States,Hamilton,172,"3245 Geier Dr, Cincinnati, OH 45209-5009",190,1447,2012-03-22T12:00:00,39.1635,-84.42758,2002-07-24T12:00:00,100,OH,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",Cincinnati Central,"['Monday-Friday', 'Saturday', 'Sunday']",3245 Geier Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,45209-5009
204,West Chester,(513) 712-1001,United States,Butler,172,"7644 Voice of America Center Dr, West Chester, OH 45069-2794",190,1534,2012-06-21T12:00:00,39.35608,-84.361445,2003-07-23T12:00:00,100,OH,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",West Chester Township,"['Monday-Friday', 'Saturday', 'Sunday']",7644 Voice of America Center Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45069-2794
205,Grandville,(616) 222-7660,United States,Kent,136,"3130 44th St SW, Grandville, MI 49418",195,2818,2012-09-06T12:00:00,42.882214,-85.740767,2012-10-10T12:00:00,100,MI,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Grandville,"['Monday-Friday', 'Saturday', 'Sunday']",3130 44th St SW,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,49418
206,Blue Ash,(513) 898-2021,United States,Hamilton,172,"9099 Plainfield Rd, Blue Ash, OH 45236-1245",190,2557,null,39.224018,-84.395519,2011-10-05T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Blue Ash,"['Monday-Friday', 'Saturday', 'Sunday']",9099 Plainfield Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45236-1245
207,West Des Moines,(515) 225-3784,United States,Polk,105,"1800 Valley West Dr, West Des Moines, IA 50266-1104",196,69,2012-03-22T12:00:00,41.599259,-93.752751,1978-10-29T12:00:00,100,IA,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",West Des Moines,"['Monday-Friday', 'Saturday', 'Sunday']",1800 Valley West Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,50266-1104
208,West Des Moines,(515) 223-0262,United States,Polk,105,"5405 Mills Civic Pkwy, West Des Moines, IA 50266-5303",196,1901,2019-06-07T12:00:00,41.561322,-93.779833,2004-07-21T12:00:00,100,IA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",West Des Moines SW,"['Monday-Friday', 'Saturday', 'Sunday']",5405 Mills Civic Pkwy,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}]",Store,50266-5303
209,Wyoming,(616) 249-1008,United States,Kent,136,"5455 Clyde Park Ave SW, Wyoming, MI 49509-9722",195,1052,2012-06-21T12:00:00,42.865307,-85.68572,1996-10-02T12:00:00,100,MI,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Wyoming,"['Monday-Friday', 'Saturday', 'Sunday']",5455 Clyde Park Ave SW,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,49509-9722
210,Urbandale,(515) 270-6556,United States,Polk,105,"11148 Plum Dr, Urbandale, IA 50322-6328",196,1791,2018-05-04T12:00:00,41.647194,-93.767294,2001-07-25T12:00:00,100,IA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",Urbandale,"['Monday-Friday', 'Saturday', 'Sunday']",11148 Plum Dr,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}]",Store,50322-6328
211,Caledonia,(616) 698-1026,United States,Kent,136,"1925 Marketplace Dr SE, Caledonia, MI 49316-8511",195,2015,2012-10-11T12:00:00,42.845957,-85.615412,2005-07-20T12:00:00,100,MI,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']",Grand Rapids South,"['Monday-Friday', 'Saturday', 'Sunday']",1925 Marketplace Dr SE,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,49316-8511
214,Cincinnati,(513) 677-1888,United States,Warren,172,"9841 Waterstone Blvd, Cincinnati, OH 45249-8296",190,1091,2012-03-22T12:00:00,39.295565,-84.304805,1997-10-08T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Fields Ertel,"['Monday-Friday', 'Saturday', 'Sunday']",9841 Waterstone Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45249-8296
215,Dayton,(937) 435-3817,United States,Montgomery,173,"2300 Miamisburg Centerville Rd, Dayton, OH 45459-3722",190,1252,2012-06-21T12:00:00,39.633188,-84.214062,2000-03-01T12:00:00,100,OH,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",Dayton South,"['Monday-Friday', 'Saturday', 'Sunday']",2300 Miamisburg Centerville Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45459-3722
216,Ames,(515) 663-9500,United States,Story,105,"320 S Duff Ave, Ames, IA 50010-6644",196,1170,2011-03-24T12:00:00,42.019165,-93.607464,1999-03-03T12:00:00,100,IA,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Ames,"['Monday-Friday', 'Saturday', 'Sunday']",320 S Duff Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,50010-6644
217,Huber Heights,(937) 233-0108,United States,Montgomery,173,"5700 Executive Blvd, Huber Heights, OH 45424-1449",190,1129,2012-03-22T12:00:00,39.871423,-84.133674,1998-07-22T12:00:00,100,OH,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",Huber Heights,"['Monday-Friday', 'Saturday', 'Sunday']",5700 Executive Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45424-1449
218,South Lebanon,(513) 494-0700,United States,Warren,172,"400 Corwin Nixon Blvd, South Lebanon, OH 45065-1196",190,2486,null,39.378464,-84.220507,2009-03-04T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Starbucks', 'Wine, Beer, & Spirits Available']",South Lebanon,"['Monday-Friday', 'Saturday', 'Sunday']",400 Corwin Nixon Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45065-1196
219,Cincinnati,(513) 474-6006,United States,Hamilton,172,"8680 Beechmont Ave, Cincinnati, OH 45255-4710",190,1092,2013-03-21T12:00:00,39.073405,-84.313929,1997-10-08T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Beechmont Area,"['Monday-Friday', 'Saturday', 'Sunday']",8680 Beechmont Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45255-4710
220,Milford,(513) 831-5294,United States,Clermont,172,"100 Rivers Edge, Milford, OH 45150-2585",190,1393,2012-10-11T12:00:00,39.16256,-84.274256,2002-03-06T12:00:00,100,OH,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Milford,"['Monday-Friday', 'Saturday', 'Sunday']",100 Rivers Edge,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45150-2585
221,Grand Rapids,(616) 222-4889,United States,Kent,136,"5120 28th St SE, Grand Rapids, MI 49512-2049",195,2014,2012-03-22T12:00:00,42.908317,-85.541157,2005-07-20T12:00:00,100,MI,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",Grand Rapids East,"['Monday-Friday', 'Saturday', 'Sunday']",5120 28th St SE,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,49512-2049
